FW_Word|POS_TAG
/POLANGUI|NNC
/MAMARIL|JJD
/NAMUNDAG|JJD
/OKTUBRE|NNC
/FILIPINONG|NNC
/PIRMA|NNC
/HALAWIG|NNC
/MALLIG|FW
/AUTOBIOGRAPIYA|NNC
/TIMORLESTE|NNC
/LAMIGTIS|NNC
/CORCHORUS|NNC
/OLITORIUS|NNC
/TISONG|NNC
/SYANG|CCP
/KAMATIS|NNC
/HINALEAN|NNC
/DESYEMBRE|NNC
/AMERIKANONG|NNC
/PARAKANTAPARAMUKNA|NNC
/PAZEH|NNC
/PIGKUA|VBOF
/MULTISERVICES
/PEJOSKI|NNC
/PATARATARA|NNC
/GIKAN|NNC
/PIGPUBLIKAR|VBOF
/PIGLALAY|VBOF
/PASIRING|NNC
/VENACIO|NNC
/MAISUSURAT|VBAF
/GUGUSTUHON|VBOF
/PIGINAUGURARAN|VBAF
/BLENCH|FW
/HAGKOS|NCC
/BIKOLANA|NCC
/PIGERAS|NCC
/MARAWI|NCC
/ISOG|JDD
/GINUGUYOD|VBOF
/MARINGIS|NCC
/GOBERNADORHENERAL|NCC
/MARIKAS|NCC
/TABEAUD|NCC
/LINFORMATION|FW
/GOGRAPHIQUE|FW
/FORESTIRE|FW
/BABAGUHON|VBOF
/FRASHEM|NCC
/BAYLAN|NCC
/SEORA|NCC
/PEAFRANCIA|NCC
/JOSEFINO|NCC
/HURI|CCP
/ARKEODIOSESIS
/IGWANG|NCC
/BINUDBODAN|VBAF
/POLONIZED|FW
/GINIKANAN|NCC
/ABAQA|NCC
/NATOMAR|NCC
/KASARO|NCC
/XIYE|NCC
/PIGTAWAN|VBOF
/GAHA|NCC
/TSEKO|NCC
/ILINUWAG|VBOF
/TSUKULATE|NCC
/ASBP|FW
/GAGAWADAN|VBAF
/SOLEMNENG|NCC
/IPACREMATE|VBOF
/KATALOGO|NCC
/MAGUNO|NCC
/IRANIRAK|NCC
/LAMBANG|CPP
/DOROS|NCC
/MINAIRIBAIBA|NCC
/HALIPOT|NCC
/USIPON|NCC
/SLABONG|NCC
/SUBANGAN|NCC
/W|NNCC
/NAUJAN|NCC
/FOOTTOWN
/BWAKAW|NCC
/BAKNG|CPP
/LINGLING|NCC
/EMBAHADOR|NCC
/APOSTOLICA|NCC
/FORADADA|NCC
/BRAZAL|NCC
/PARASURAT|NCC
/BIKOLNON|NCC
/MUTASSIM|NCC
/ALISLAM|NCC
/IMBURNAL|NCC
/LUGADAN|NCC
/PENGUHU|NCC
/LINUGAD|NNC
/NAIPAHILING|VBOF
/SINUSURAT|VBOF
/LIHISAN|NNC
/KINBAN|NCC
/INILADAWAN|VBOF
/LAPNAD|NNC
/SULNOPAN|NNC
/SALIDAHAN|NNC
/REBERENDO|NNC
/PIGSUSUPORTAHAN|VBOF
/GUNUAN|NNC
/PIGKAKLASIPIKA|VBOF
/TOMOHON|NNC
/RURUKAN|NNC
/PINARAS|NNC
/KUMELEMBUAI
/WOLOAN|NCC
/PARATARAM|VBOF
/KAGADANAN|NCC
/BUHAYPRESO|NCC
/TOLTOL|VBOF
/NIY|PRP
/BIYUDA|NCC
/SHIGEKO|NNC
/KINUKULTIBAR|VBOF
/BUTONES|NNC
/KAAFU|NNC
/TIGTUMAR|VBOF
/IBITAR|VBOF
/NAGIGIN|VBOF
/SUPERBISOR
/CHRISTIRES|NNC
/NWEBA|NNC
/RYBOLOVLEV|NNC
/TAGADISENYO|NNC
/GRAPIKO|NNC
/PIGAATAKE|VBOF
/NASYUN|NNC
/MANLAGNIT|VBOF
/CALOLBON|NNC
/FUENTEBELLA|NNC
/GODREVY|NNC
/ALBILAD|NNC
/MANLAINLAIN|JJD
/AREJOLA|NNC
/DIOKNO|NNC
/NANGENOTAN|NNC
/MAKAHILIS|JJD
/PARATUBOD|NNC
/MAPUWEDENG|NNC
/PAGKAKASABOT|NNC
/ESKRITURA|NNC
/MALINAWON|JJD
/KATALINGKASAN|NNC
/NAPAGKUKUAN|VBOF
/NAPUPUGAAN|VBOF
/ASAYTI|NNC
/MAGKAAROG|VBOF
/PULAHANES|NNC
/NAGWAWAGAYWAY|VBOF
/TADTAD|NNC
/KADAKUL|NNC
/BINIBILOG|NNC
/PORMOSANO|NNC
/MINNANESE|NNC
/MAKUKUA|VBOF
/NAGHAHALE|VBOF
/REYNIERE|NNC
/SAINTREMY|NNC
/NOSTREDAME|NNC
/PRINITOS|NNC
/VITORES|NNC
/AVAAZORG|NNC
/KAPWAMUKNA|NNC
/GAWE|VBOF
/VERGEL|NNC
/MINATAO|NNC
/HOBEN|NNC
/NAPOON|VBOF
/WARAYWARAY|NNC
/COVID|FW
/HAISKUL|FW
/V|FW
/BUPETE|NNC
/BUYCO|NNC
/FIDER|NNC
/ENOTENOT|JJD
/YAUN|NNC
/MAGPAESKWELAHAN|VBOF
/MIYERKULES|NNC
/TRAOR|NNC
/IMINUNDAG|VBOF
/PILSION|NNC
/NAKAAPEKTAR|VBOF
/PARPEO|NNC
/WARTABONE|NNC
/RAMYUN|FW
/NONGSHIM|FW
/BOGUM|NNC
/UMENHOFER|NNC
/KAKANON|NNC
/NAMIMIDBID|VBOF
/KUMBAGA|NNC
/ATIATIHAN|NNC
/PIGBARIT|VBOF
/CARIENA|NNC
/GEOGRAPONG|NNC
/RODRIGUEZA|NNC
/PIGTUGDAS|VBOF
/UETERSEN|FW
/YTZN|FW
/SCHLESWIGHOLSTEIN|FW
