pos_tagged,label
/UG|NNCA /SI|DTP /JEHOVA|FW /MIINGON|FW kang|PRS/CCP /MOISES|FW /KARON|FW /MAKITA|VBW /MO|PRS kong|PRS/CCP /UNSAY|FW /BUHATON|FW /KO|PRS kang|PRS/CCP /FARAON|NNC /KAY|DTP /PINAAGI|VBTS /SA|CCT /KAMOT|NNC /NGA|RBI /KUSGAN|RBW /MAGATUGOT|VBW /SIYA|PRS /SA|CCT /PAGPALAKAT|NNC /KANILA|PRSP,0
/PAGKAHUMAN|VBW /SA|CCT /PAGPAKAON|NNC /SA|CCT /WHALE|FW /CAUDAL|FW /PEDUNCLE|FW /UG|FW /FLUKE|FW,0
/MOKAON|RBW /OG|NNCA /LITSON|NNC /SI|DTP /NESTOR|NNC,0
/MAKITAN|VBW /NI|DTP /SILVESTRE|NNC /ANG|DTC /PUNUAN|VBOF /SA|CCT /SUROYANAN|NNC,0
/DI|RBF /KA|PRS /KAHIBALO|CCB /MOTUBAG|VBW /UG|CCB saktong|JJD/CCP /IMPORMASYON|NNC,0
/INGNA|VBS /KO|PRS /KUN|NNCA /SI|DTP /ROSI|FW /MOTAWAG|NNC,0
/NAGATUDLO|VBTR /KO|PRS /OG|NNCA /INGLES|FW /KADA|PRI /ADLAW|NNC,0
nganong|NNC/CCP /NIHILAK|VBTS /ANG|DTC akong|PRS/CCP /BATA|NNC,0
/GISABAYAN|VBTS /NAKO|RBD /SIYA|PRS /OG|NNCA /PYANO|NNC,0
/WALA|VBN /PA|RBI /NAKO|RBD /GIINGON|VBOF /KAY|DTP /TOM|NNP,0
/DI|RBF /KA|PRS /MAKATUMAN|VBW /SA|CCT imong|JJD/CCP /MGA|DTCP /GISAAD|NNC,0
/AYAW|RBF /PADAKA|NNC /ANG|DTC akong|PRS/CCP /ATAY|NNC,1
/ANG|DTC /MURCIELAGOS|FW /ISLAND|FW /USA|FW /KA|PRS /GAMAY|VBOF /NGA|RBI /ISLA|NNC /SA|CCT /DAGAT|NNC /SULU|CCT /NGA|RBI /BAYBAYON|JJD /SA|CCT /ZAMBOANGA|NNC /DEL|NNC /NORTE|JJD /SA|CCT habagatang|NNC/CCP /PILIPINAS|JJD /NGA|RBI /ISLA|NNC /SA|CCT /MINDANAO|NNC,0
/MAUREEN|FW /WROBLEWITZ|FW /NAIGO|FW /SA|CCT /COVID|FW /KINI|FW /USA|FW /KAHADLOK|JJD /NGA|RBI /KASINATIAN|JJCC,0
/DILI|RBM /MAKIPAGAWAY|VBW /SA|CCT /AKO|PRS,0
akong|PRS/CCP /HUNAHUNA|FW /MAAYO|JJD /NGA|RBI /IDEYA|NNC,0
/MAO|VBW /NI|DTP /ANG|DTC dakong|JJD/CCP /MAPA|NNC /SA|CCT /ALEMANYA|NNC,0
/BUSA|RBR /IINGON|VBTF /MO|PRS /ANIA|FW /KARON|NNC,0
/USA|RBR /KA|PRS /LALAKI|VBTF /USAB|JJD /ANG|DTC /NAGPUYO|VBTS /DIDTO|NNC /HANGTOD|RBW /NAMATAY|VBTS /SIYA|PRS kaniadtong|NNC/CCP /PEBRERO|NNC,0
/SAYO|PRSP /RA|NNCA /KAAYO|CCB /SIYA|PRS /NIABOT|NNC,0
/NIKAON|VBOF /KO|PRS /OG|NNCA /PAN|NNC,0
/DAGHAN|JJD /BA|RBI /OG|NNCA /PUNOAN|NNC /DIDTTO|NNC,0
/AYAW|RBF /TAGDA|NNC /SI|DTP /TOM|NNP,0
/UG|NNC /SA|CCT /NAKITA|VBTS /NI|DTP /JEHOVA|NNPA,0
/KANUSA|JJC /KAHA|JJD /TA|NNC /MANGAON|NNC,0
/INGNI|VBTS /SI|DTP /TOM|FW /KUNG|CCR nganong|NNC/CCP /DILI|JJD /KA|PRS /MAKAADTO|VBW,0
/DALI|JJD /KINAHANGLAN|VBTR /NGA|RBI /ANDAM|NNC /NA|CCP /KA|PRS,0
/OG|NNCA /WALAY|RBF /TESTAMENTO|NNC /MAKOMUN|VBW /ANG|DTC /KABILIN|NNC,0
/UG|NNCA /SI|DTP /JOSE|FW /MAOY|FW /GOBERNADOR|NNC /SA|CCT /YUTA|NNC /SIYA|PRS /MAO|VBW /ANG|DTC /NAGBALIGYA|VBTS /SA|CCT /KALANON|NNC /SA|CCT tanang|RBD/CCP /KATAWOHAN|JJD /SA|CCT /YUTA|NNC /UG|NNC /ANG|DTC /MGA|DTCP igsoong|NNC/CCP /LALAKE|NNC /NI|DTP /JOSE|FW /NANGABUT|VBTS,0
/MAAYO|JJD /KAY|DTP /NAGABASA|VBTS /KA|PRS,0
/ANG|DTC /MGA|DTCP /ESKUYLAHAN|NNC /SA|CCT /PRANSYA|NNC /SIRADO|NNC /KARONG|NNC /MIYERKULES|NNC,0
/SAMA|CCB /SA|CCT /GISULTI|NNC /SA|CCT /UBAN|FW /DILI|FW /KANA|FW /BUOTBUOT|FW,0
/SI|DTP /JESUS|FW /MIINGON|FW /KANILA|PRSP,0
/GIINGON|VBOF /NGA|RBI /KAUBAN|JJD /SA|CCT /NAPATAY|VBTS /NGA|RBI /TERORISTA|NNC /SA|CCT /PAGDAKUP|NNC /SA|CCT /UNOM|FW /NGA|RBI /MANGINGISDA|NNC /NGA|RBI /INDONESIA|VBTS /UPAT|CCB /KA|PRS /TUIG|JJD /NA|CCP /ANG|DTC /NAKALABAY|VBTS,0
/NAGA|RBD /SIMBAHON|VBOF /SI|DTP /TOMAS|NNPA /KADA|PRI /DOMINGGO|NNC /SA|CCT /BUNTAG|NNC,0
/PIRME|FW kang|PRS/CCP /NAGPADAKO|VBTS /SA|CCT imong|JJD/CCP /KAUGALINGON|NNC /NGA|RBI /WALAY|RBF /HINUNGDAN|NNC,0
/MISUNOD|VBTF /BA|RBI /KA|PRS /SA|CCT /IMONG|NNC /PLANO|NNC,0
/GIPILI|VBTS /NAKO|RBD /NA|RBD /MAGHULAT|RBD,0
/NAGASULOB|VBTS /MI|NNCA /UG|NNCA /UNIPORME|FW /SA|CCT amoang|NNC/CCP /ESKWELAHAN|NNC,0
/NALIPAY|VBTS /BA|RBI /KA|PRS /SA|CCT /IMONG|NNC /KABUGATON|NNC,0
/WA|RBF /NIUYON|VBTS /SI|DTP /TOM|FW /KAY|DTP /MARIA|NNP,0
/DILI|VBS /KO|PRS /GANAHAN|VBOF /NIINI|FW,0
/GAHIG|CCB /ULO|NNC /DI|RBF /KASABOT|NNC,0
/KAMO|JJD ilang|PRQ/CCP /PALAGPUTON|NNC /GAWAS|NNC /SA|CCT /MGA|DTCP /SINAGOGA|NNC /SA|CCT /PAGKATINUOD|NNC,0
/DILI|JJD /SA|CCT atong|NNC/CCP /MGA|DTCP /AMAHAN|NNC /GIBUHAT|VBOF /NI|DTP /JEHOVA|NNPA /KINI|FW /NGA|RBI /TUGON|NNC,0
/WA|VBS /KO|PRS /KABALO|JJCC /UNSAON|JJD /PAGTABANG|NNC /KAY|DTP /TOM|NNP,0
/KABALO|NNC /BA|RBI /KA|PRS /UNSAY|NNC /SEKRETO|NNC /SA|CCT /TAAS|NNC /NGA|RBI /KINABUHI|VBOF,0
/NAGTWEET|VBTR /USAB|NNC /SI|DTP maraon|PRI/CCP kaniadtong|JJD/CCP /MARTES|FW /BAHIN|FW /SA|CCT /PAGKAMATAY|VBW /SA|CCT iyang|JJD/CCP kaniadtong|NNC/CCP /GIALAGARAN|NNC,0
/BUHATON|VBOF /KO|PRS /ANG|DTC /MASKI|CCT /UNSA|JJD /AYAW|RBF /LANG|RBI /KANA|NNC,0
/AKO|PRS /WALA|VBN /MAKAKAON|VBTF /NIINI|FW /SA|CCT akong|PRS/CCP /PAGBANGUTAN|NNC,0
/PUHON|NNC /MAKADULA|VBW /NAGYUD|VBTS /ANG|DTC /MGA|DTCP /ANAK|NNC /NATO|RBR,0
/KINSA|JJD /KINSA|VBOF /ANG|DTC /MANGUNGUHA|NNC,0
/DILI|JJD /NAKO|RBD /MASIRADO|VBW /OG|NNCA /MAAYO|JJD /ANG|DTC /PURTAHAN|NNC,0
/PULA|JJD /ANG|DTC /PUTI|JJD /APAN|NNC /USAHAY|NNC /MAHIMONG|VBW /DALAG|NNC,0
/DILI|JJD /SIYA|PRS /HAWOD|NNC /SA|CCT /PAGISTORYA|NNC,0
/SI|DTP /MISMANA|FW /ANG|DTC /IKAUPAT|VBTS /SI|DTP /JEREMIAS|FW /ANG|DTC /IKALIMA|JJN,0
/BUSA|JJD /SI|DTP /JEHU|FW /MIADTO|FW /SA|CCT /MGA|DTCP /ALAGAD|NNC /SA|CCT iyang|NNC/CCP /MGA|DTCP /GINOO|NNC /UG|CCP /MAY|VBH /USA|NNCA /NGA|RBI /MIINGON|VBTF /KANIYA|PRSP /MAAYO|JJD /BA|RBI /ANG|DTC /TANAN|PRI nganong|NNC/CCP /MIANHI|FW /KINING|FW /BUANG|CCT /NGA|RBI /TAWO|JJD /KANIMO|NNC /UG|NNCA /SIYA|PRS /MIINGON|VBTF /KANILA|PRSP /KAMO|JJD /NAKAILA|VBTS /SA|CCT /TAWO|FW /UG|FW /UNSA|FW /ANG|DTC iyang|NNC/CCP gipamulong|NNC/CCP,1
/ANG|DTC /MGA|DTCP /EMIMENHON|FW /NAGPUYO|VBTS,0
/TSOKOLATE|NNC /NGA|RBI /ENSAYMADA|NNC /ANG|DTC /GIPALIT|VBOF /NI|DTP /TAMMY|NNC /SA|CCT /TINDAHAN|NNC,0
/ASA|PRS /MAN|RBI /ANG|DTC /TINAPAY|NNC,0
/GIABLIHAN|VBOF /ANG|DTC /OPISINA|NNC /SA|CCT /BANTAYAN|VBOF /SA|CCT /SULOD|NNC /SA|CCT /MUNISIPYO|NNC,0
/KINSA|JJD /MAN|RBI /ANG|DTC /IMONG|NNC /GIPANGITA|NNC,0
/MAPANGANURON|VBW /BA|RBI /GAHAPON|VBOF /SA|CCT /TOKYO|NNC,0
/NAAY|RBR dakong|NNC/CCP /KUWADRADOS|NNC /NGA|RBI /SALAMIN|NNC /DIDTO|NNC /SA|CCT /KAPIHAN|NNC,0
/UNSAON|RBW /NAKO|RBD /PAGHIMO|VBW /KUNG|CCR /WALA|VBN /KA|PRS,0
/KINI|FW /ADUNAY|FW /LINYA|NNC /SA|CCT /HAIT|FW /NGA|RBI /MGA|DTCP /NGIPON|NNC,0
/NAHULOG|VBTS /SIYA|PRS /SA|CCT /SUBA|NNC,0
/UG|NNCA kadtong|JJD/CCP kanding|NNC/CCP /MAGADALA|VBAF /SA|CCT /IBABAW|NNC /NIYA|PRS /SA|CCT ilang|PRQ/CCP /TANAN|PRI /NGA|RBI /KASALANAN|NNC /NGADTO|NNC /SA|CCT /YUTA|NNC /NGA|RBI /AWAAW|NNC /UG|NNCA /PAGABUHIAN|NNC /NIYA|PRS /ANG|DTC kanding|NNC/CCP /NGADTO|NNC /SA|CCT /KAMINGAWAN|NNC,0
/NAKITAN|VBTS /NAMO|RBD /SIYA|PRS /NGA|RBI /BUHI|NNC,0
/BUSA|RBR ilang|PRQ/CCP /GIHUWAD|FW /ARON|FW /IPAKAON|FW /SA|CCT /MGA|DTCP /TAWO|NNC /UG|CCP /NAHITABO|VBTS /SA|CCT /NAGAKAON|VBTS /SILA|PRP /SA|CCT /SUDAN|NNC /NGA|RBI /SILA|PRP /NANINGGIT|VBTR,0
/BUSA|FW /WALA|VBN /NIYA|PRS /KINI|FW /IBALIWALA|FW /GIKAN|FW /SA|CCT /DALAN|NNC /SA|CCT /KALUWASAN|NNC,0
/MAKITAN|VBW /NI|DTP /SILVESTRE|NNC /ANG|DTC /KAPEHAN|NNC /SA|CCT /SUROYANAN|NNC,0
/STRIKTO|FW /KAAYO|CCB akong|PRS/CCP /MGA|DTCP /GUINIKANAN|NNC,0
/SA|CCT imong|JJD/CCP /PANANAW|NNC /MAGUSTOHAN|VBW /BA|RBI /NI|DTP /NIYA|PRS,0
/ANG|DTC /MGA|DTCP /KAAGANGAN|NNC /SA|CCT /FUNGIA|FW,0
/ANG|DTC /PAGPABILIN|VBW /NGA|RBI /BUHI|NNC,0
/NAGALUTO|VBTR /UG|FW /LUMPIA|FW /SI|DTP /LEO|NNC,0
/UNYA|NNC /ANG|DTC iyang|NNC/CCP /IGSOON|VBOF /NGA|RBI /BABAYE|FW /MIINGON|FW /SA|CCT /ANAK|NNC /NGA|RBI /BABAYE|VBTF /NI|DTP /FARAON|FW /MOLAKAW|FW /BA|FW /AKO|PRS /SA|CCT /PAGTAWAG|NNC /KANIMO|NNC /UG|PMS /USA|NNCA /KA|PRS /IWA|VBOF /SA|CCT /MGA|DTCP /BABAYE|FW /NGA|RBI /HEBREOHANON|NNC,0
/MURAG|JJD /SIYAG|NNC /NANG|RBW /LUSPAD|NNC,0
/KANUNAY|JJD kang|PRS/CCP /WALAY|RBF /KLARO|JJD /NGA|RBI /TUBAG|NNC,0
/NAGMATA|VBTS /NA|RBI /ANG|DTC /MANEDYER|NNC,0
/MAAYO|JJD /BA|RBI /ANG|DTC /ALAS|FW /NUWEBE|FW,0
/DILI|RBW /ATA|NNC /SIYA|PRS /SI|DTP /MARIA|NNC,0
/ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /BENJAMIN|NNC /SUNOD|JJD /SA|CCT ilang|PRQ/CCP /MGA|DTCP /PANIMALAY|NNC /SA|CCT kang|PRS/CCP /BELA|NNC,0
/SA|CCT /BALAY|FW /PIRMI|FW /SIYA|PRS /GA|NNCA /BASA|JJD /NGA|RBI /NAKA|VBTS /HIGDA|NNC,0
/ADUNA|JJD /AKOY|RBR /TINDAHAN|NNC /OG|NNCA /MGA|DTCP /DULAAN|NNC /ALANG|NNC /SA|CCT /MGA|DTCP /BATA|NNC,0
/UG|NNCA /UNYA|NNC /SI|DTP /HORAM|NNC,0
/AYAW|RBF /POD|FW /INGNA|FW /NGA|RBI kurukunto|VBTR/VBAF /KO|PRS,0
/DI|RBF /NIYA|PRS /KINAHANGLAN|VBTR /MANARBAHO|NNC,0
/NIULI|VBTS /SI|DTP /TOM|FW /PA|FW /AUSTRALIA|FW,0
/WALA|VBN /SIYA|PRS mahilunang|VBW/CCP /NIA|JJD /ANG|DTC iyang|NNC/CCP /AMAHAN|NNC,0
/NAG|VBTS /INUSA|FW /RA|FW /NGA|RBI /NAGPUYO|VBTS /ANG|DTC tiguwang|NNC/CCP /NGA|RBI /BABAE|NNC,0
/MAOY|FW /USA|FW /KA|PRS /KADUNGGANAN|RBW /ALANG|NNC /SA|CCT /USA|NNC /KA|PRS /TAWO|NNC /ANG|DTC /PAGPAHILAYO|NNC /GIKAN|NNC /SA|CCT /PAGPAKIGAWAY|NNC /APAN|NNC /ANG|DTC /TAGSATAGSA|NNC /KA|PRS buang|PRO/CCP /MAGAKAAWAY|NNC,1
/DILI|FW /KAMO|FW /MAGPILI|FW /UG|FW /TAWO|FW /SA|CCT inyong|PRSP/CCP /PAGHUKOM|NNC,0
/NIPALIT|VBTS /SIYA|PRS /UG|NNCA /KALO|NNC,0
/KUMUHA|VBAF /KA|PRS /USAB|RBM /UG|NNCA /PADRON|NNC,0
/ADUNAY|RBR /GATUSAN|NNC /KA|PRS /MGA|DTCP /LANGGAM|NNC /SA|CCT /LANAW|NNC,0
/NASUKO|VBTS /SIYA|PRS /SA|CCT /SAGOP|NNC /SA|CCT iyang|NNC/CCP /UYOAN|NNC /SA|CCT /IYA|NNC,0
/MOBALIK|NNC /RA|VBS /KO|PRS /DAYON|NNC,0
/DILI|JJD /NAKO|RBD /MATIMANAN|VBW /ANG|DTC iyang|NNC/CCP /NGALAN|NNC /SA|CCT /KARON|NNC /NGA|RBI /TAKNA|NNC,0
/UG|NNCA /SI|DTP /JOSE|FW /MIINGON|FW /IHATAG|VBTF /NINYO|PRP /ANG|DTC inyong|PRSP/CCP /KAHAYUPAN|NNC,0
/LIBRE|JJD /NA|CCP /KO|PRS /KARON|NNC,0
/UG|NNCA /WA|RBF /KA|PRS /MAN|RBI /LANG|RBI /NAGINGON|VBTS /NGA|RBI /MOABOT|FW /TA|NNC,0
/UG|NNCA /NAMULONG|VBTS /SI|DTP /CAIN|FW kang|PRS/CCP /ABEL|FW /NGA|RBI iyang|VBOF/CCP /IGSOON|NNC,0
/ANG|DTC /PAGKAHUBO|NNC /SA|CCT /ANAK|NNC /NGA|RBI /BABAYE|VBTF /SA|CCT /ASAWA|NNC /SA|CCT /IMONG|NNC /AMAHAN|NNC,0
/GI|RBD /BUTANGAN|VBOF /NI|DTP /WESLEY|FW /ANG|DTC eksperimentong|NNC/CCP /KARNE|NNC /UG|NNCA /TSOKOLATE|NNC,0
/ADUNAY|FW /UNGO|FW /SA|CCT /IBABAW|JJD /SA|CCT /BATO|NNC /SA|CCT /TAAS|NNC /NA|CCP /BUNTOD|NNC,0
/ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /JACOB|FW /NANGADTO|VBTS /SA|CCT /MGA|DTCP /NANGAMATAY|VBTR /UG|NNCA /NANAGPANULIS|VBTR /SILA|PRP /SA|CCT /LUNGSOD|NNC /TUNGOD|NNC /KAY|DTP /GIHUGAWAN|VBOF /NILA|PRP /ANG|DTC ilang|PRQ/CCP /IGSOON|NNC /NGA|RBI /BABAYE|NNC,0
parehong|JJC/CCP /MAGIGSOON|VBAF /KAY|DTP /BULAGAW|NNP,0
/SI|DTP /ANA|FW /TONG|FW /BABAYE|FW,0
/DAPAT|VBS /DILI|JJD /TA|CCP /MAG|VBW /TABI|NNC /SA|CCT /LAYBRARI|NNC,0
/KONDILI|JJD /ANG|DTC /KAHAYUPAN|NNC /LAMANG|RBI /ANG|DTC atong|NNC/CCP /GIKUHA|JJD /ALANG|NNC /SA|CCT /ATONG|NNC /KAUGALINGON|NNC,0
/WALAY|RBF /MAKAGUBA|VBW /SA|CCT /BAKAL|NNC /GAWAS|NNC /SA|CCT /KAUGALINGON|NNC /NGA|RBI /TAYA|NNC /NIINI|NNC,0
/KINI|FW /NGA|RBI /MGA|DTCP /KINAIYA|NNC /NGA|RBI /NATALA|VBTS /SA|CCT /TANAN|PRI /NGA|RBI /KADAGATAN|PRI,0
/SA|CCT /PANANAW|NNC /NAKOWALA|VBTS /GIINGON|VBOF /NI|DTP /TOM|NNP /ANG|DTC /TINOUD|NNC /KAY|DTP /MARY|NNP,0
/UG|NNCA /SI|DTP /MOISES|FW /NAGPADALA|VBTS /UG|NNCA /MGA|DTCP /TAWO|NNC /SA|CCT /PAGPANIID|NNC /SA|CCT /JASER|FW /UG|FW ilang|PRQ/CCP /NAAGAW|VBTS /ANG|DTC /MGA|DTCP /KALUNGSORAN|NNC /NIINI|NNC,0
/AYAW|RBF /PAGHALAHALA|VBW /OG|NNCA /DALA|JJD /OG|NNC /HAYOP|NNC /DINHI|NNC,1
/SA|CCT /LUYO|RBR /MI|NNCA /NANGLINGKOD|VBTR,0
/GIKAON|RBW /NA|RBI /NIYA|PRS /TANAN|PRI,0
atong|JJD/CCP /GAHIRON|FW /ANG|DTC /BUBO|NNC,0
/ANG|DTC /KAMATAYON|NNC /NI|DTP /SOCRATES|FW /GIHUBIT|FW /SA|CCT /KATAPUSAN|NNC /SA|CCT /PLATOS|FW /PHAEDO|FW,0
/DILI|RBW /GANAHAN|VBOF /MAGLUTO|VBW akong|PRS/CCP /IGSOON|VBOF /NGA|RBI /BABAE|NNC,0
/IPIYONG|VBTS imong|PRO/CCP /MGA|DTCP /MATA|NNC /SA|CCT /SULOD|NNC /SA|CCT /TULO|NNC /KA|PRS /MINUTO|NNC,0
/MUULI|VBS /KO|PRS /SA|CCT /BALAY|NNC /KAUBAN|NNC /KA|PRS,0
/NABASA|VBTS /NA|CCP /BA|RBI /NINYO|PRP kining|VBOF/CCP /MGA|DTCP /LIBROHA|NNC,0
/NAKATARUNGAN|VBTS /SI|DTP /JEREMIAS|FW /NGA|RBI /PATAY|JJD /NA|CCP /ANG|DTC /MG|NNCA /ABIKTIMA|FW /SA|CCT /PAGABOT|NNC /NIYA|PRS /SA|CCT /APARTMENT|FW /COMPLEX|FW /ARON|FW /MAGPALIT|VBW /OG|FW /MARIJUANA|FW,0
daghang|PRI/CCP /TAOISTA|NNC /DIDTO|NNC /SA|CCT /PARKE|NNC,0
/UG|NNCA /ANG|DTC /MGA|DTCP /BITOON|FW /MANGATAGAK|FW /GIKAN|FW /SA|CCT /KAHITASAN|NNC,0
/DILI|VBS /KO|PRS /KATOU|JJD /DERE|NNC,0
/SAKIT|NNC /NA|CCP /ANG|DTC akong|PRS/CCP /MGA|DTCP /MATA|NNC,0
/UG|NNCA /MANAGPUGAS|VBW /KAMO|JJD /SA|CCT /IKAWALO|JJN /KA|PRS /TUIG|NNC,0
/UG|NNCA /ANG|DTC /TANAN|PRI /NGA|RBI /MGA|DTCP /ADLAW|NNC /NI|DTP /MAHALALEEL|NNP,0
/NAHIMO|VBTS /NA|CCP /GYUD|FW /KA|PRS /OG|NNCA /NIGRO|NNC,0
/APAN|NNC /SA|CCT /KAHOY|NNC /NGA|RBI /SA|CCT /PAGILA|NNC /SA|CCT /MAAYO|JJD /UG|NNC /SA|CCT /DAUTAN|NNC,0
/MAGMALINAWON|VBTF /KAMO|JJD /SA|CCT /HUNAHUNA|NNC,0
/KINSA|JJD /ANG|DTC /GUSTO|VBS /MAGSUGOD|VBW,0
/KITA|NNC /KA|PRS /SA|CCT /LANGIT|NNC,0
/MURA|JJD /SIYA|PRS /UG|NNCA /MANIKIN|VBTF /NGA|RBI /WALAY|FW /HUNAHUNA|FW,0
/SIYA|PRS /MAN|RBI /SIGURO|RBM /SI|DTP /MANONG|NNPA /BROWN|FW,0
/UG|NNCA /SI|DTP /JEHOVA|FW /MIINGON|FW kang|PRS/CCP /MOISES|FW /INGNA|FW /SI|DTP /AARON|FW /NGA|RBI imong|PRO/CCP /IGSOON|VBOF /NGA|RBI /LALAKE|NNC /NGA|RBI /SA|CCT /TANAN|PRI /NGA|RBI /PANAHON|NNC /DILI|JJD /SIYA|PRS /MAGSULOD|VBAF /SA|CCT /DAPIT|NNC /NGA|RBI /BALAAN|VBOF,0
/UNYA|NNC /MIINGON|NNC /SI|DTP /BOOZ|FW /SA|CCT unsang|RBW/CCP /ADLAWA|FW /NGA|RBI /PALITON|VBTF /MO|PRS /ANG|DTC /UMA|VBAF /SA|CCT /KAMOT|NNC /NI|DTP /NOEMI|NNC,0
/GIKAON|VBOF /NI|DTP /ZAX|FW /ANG|DTC hopiang|NNC/CCP /BABOY|NNC,0
/PIRME|FW kang|PRS/CCP /NAGHATAG|VBTS /UG|NNCA /KALISUD|NNC /SA|CCT /UBAN|NNC,0
/NAGHIMAMAT|VBTR /KAMI|PRP kaniadtong|NNC/CCP /DOMINGO|NNC,0
/ANAD|RBR /NAKO|RBD /MULAKAW|RBD /PADULONG|RBD /TRABAHO|NNC,0
/NASAYOD|VBTS /KA|PRS /BA|RBI /ATO|NNCA,0
/ADUNAY|RBR /IRO|FW /NGA|RBI /GASUNOD|CCB /KANAKO|NNC /SA|CCT /ESKWELAHAN|NNC,0
/AYAW|VBS /KO|PRS /PANGUTANA|JJD /KUNG|RBK /NGANO|RBQ,0
/DAGHAN|JJD kong|PRS/CCP /NAKAON|VBTS ganihang|PRC/CCP /BUNTAG|NNC,0
/UG|NNCA /SILA|PRP /MITUBAG|VBTF /KANIYA|PRSP /DILI|RBW /INTAWON|NNC,0
/NAAY|RBR /MANSANAS|NNC /SA|CCT /ILALUM|NNC /SA|CCT /PUPITRE|NNC,0
/ANG|DTC /LIBRO|NNC /KAY|DTP /GAMAY|NNP,0
/UG|NNCA /ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /JUDA|NNC /SUNOD|JJD /SA|CCT ilang|PRQ/CCP /MGA|DTCP /PANIMALAY|NNC /MAO|JJD /KINI|FW kang|PRS/CCP /SELA|NNC,0
/UG|CCR /AKO|PRS /MOTINDOG|JJD /BATOK|NNC /KANILA|PRSP,0
/SA|CCT /DIHA|FW /NGA|RBI moadto|VBTS/VBAF /KA|PRS /SA|CCT /PAGPANGGUBAT|NNC /BATOK|NNC /SA|CCT /IMONG|NNC /MGA|DTCP /KAAWAY|NNC,0
/NANGUTLO|VBTS /SIYA|PRS /OG|NNCA /MGA|DTCP /BULAK|NNC /ALANG|CCT /PUD|NNC /NIYA|PRS,0
/KARON|RBD /IPAINGON|VBOF /SA|CCT /PANIMALAY|NNC /NI|DTP /AARON|NNC,0
/GIKAN|VBS /KO|PRS /SA|CCT /KYOTO|NNC,0
/ANG|DTC /TAGSATAGSA|NNC /KA|PRS /TAWO|RBM /MAGAHATAG|VBW /SA|CCT iyang|NNC/CCP /HINGARANGAN|NNC,0
/SA|CCT akong|PRS/CCP /PAGDAGAN|NNC /NADAGMA|VBTS /KO|PRS,0
/NIADTO|VBTS /MI|NNCA /SA|CCT /LAWA|NNC /ARON|NNC /MANGALIGO|NNC,0
/GABUHAT|FW /OG|FW /BIKO|NNC /SI|DTP /DANNY|NNC,0
/UG|NNCA /SI|DTP /JEHOVA|FW /MIINGON|FW kang|PRS/CCP /NOE|FW /SUMULOD|FW /KA|PRS /UG|NNCA /ANG|DTC /TIBOOK|NNC mong|PRS/CCP /PANIMALAY|JJD /SA|CCT /ARCA|FW /KAY|DTP /IKAW|PRS /NAKITA|VBTS /KO|PRS /NGA|RBI /MATARUNG|VBW /SA|CCT akong|PRS/CCP /ATUBANGAN|NNC niining|VBOF/CCP /KALIWATANA|NNC,0
/ANG|DTC among|JJD/CCP /AMAHAN|NNC /NAMATAY|VBTS /DIDTO|NNC /SA|CCT /KAMINGAWAN|NNC,0
/AYAW|RBF /OG|NNCA /PAMAKAK|NNC /SA|CCT /AKOA|NNC,0
/ANG|DTC /MGA|DTCP /ANAK|NNC /NGA|RBI /LALAKE|NNC /NI|DTP /MANASES|FW kang|PRS/CCP /MACHIR|NNC,0
/ANG|DTC /LABING|JJN kasarang|NNC/CCP /NGA|RBI /PANAHON|NNC /MAO|JJD /ANG|DTC /MARSO|NNC,0
/UG|NNCA /NANGLINGKOD|VBTR /SILA|PRP /SA|CCT iyang|NNC/CCP /ATUBANGAN|NNC,0
/YUTA|JJD /DIIN|NNC /MAGAKAON|RBW /KA|PRS /UG|NNCA /TINAPAY|NNC /SA|CCT /WALAY|FW /PAGKAKULANG|NNC,0
/MURA|JJD /OG|NNCA /ADUNAY|NNC /MALI|JJD,0
/NIADTO|VBTS /SIYA|PRS /ARON|FW /LUWASON|FW /KO|PRS,0
/NANGAYO|VBTS /SIYA|PRS /UG|NNCA /PAGKAON|NNC,0
/WALAY|FW /BINATONAN|FW /NGA|RBI arang|PRQ/CCP /MAKAALAGAD|VBW /UG|NNCA /DUHA|FW /KA|PRS /AGALON|NNC /KAY|DTP /MAHITABO|JJD /MAN|RBI /NGA|RBI dumtan|VBTS/VBOF /NIYA|PRS /ANG|DTC /USA|FW /UG|FW /HIGUGMAON|FW /NIYA|PRS /ANG|DTC /IKADUHA|JJN /O|CCT /DAPIGAN|NNC /NIYA|PRS /ANG|DTC /USA|FW /UG|FW /TAMAYON|NNC /NIYA|PRS /ANG|DTC /IKADUHA|FW /DILI|FW /KAMO|FW /MAKAALAGAD|VBW /SA|CCT /DIOS|FW /UG|FW /SA|CCT /MGA|DTCP /BAHANDI|NNC,1
/GUSTO|VBS /NA|CCP /KAAYO|CCB /NAKO|RBD /MAKITA|VBW /SIYA|PRS,0
kadtong|JJD/CCP /MGA|DTCP /NAISIP|VBTS /KANILA|PRSP,0
