word,frequency
tinamaan,2
tinanggal,1
tinanong,4
tinaob,1
tinapos,1
tinataas,1
tinatadtad,1
tinataga,1
tinatakot,1
tinatamad,5
tinatanggap,1
tinatanong,2
tinatapos,1
tinatawanan,1
tinatype,1
tinawag,6
tinawanan,2
tindahan,2
tinemigs,1
tinext,1
tingin,11
tingnan,5
tinigil,1
tinignan,4
tinirhan,1
tinitignan,1
tinola,2
tinopak,2
tinotolerate,2
tinotorture,1
tinrabaho,1
tinry,1
tinubuan,1
tinulak,1
tinulungan,1
tinupad,1
tinuring,1
tinuruan,1
tinutukoy,1
tinutulong,1
tinutulungan,2
tinuturo,1
tinweet,1
tipahin,1
tipid,1
tipong,1
tirang,2
titig,2
titigan,1
titigil,1
titimpi,1
tiwala,2
tiyak,1
tiyan,11
tkkpop,1
tlaga,1
tmsd,1
tomasinoweb,1
topsarap,1
totga,1
totodasin,1
totohanin,1
totoong,2
trabaho,7
trashkusta,1
trashtalk,2
trashtalkan,1
tratransfer,1
travisor,1
traydor,2
trenta,1
trippings,2
troo,1
tropa,5
trotropa,1
trycicle,1
tsaka,12
tsinelas,1
ttanp,1
ttkhulet,1
ttweet,2
tubig,3
tubol,1
tubong,1
tubuan,1
tugon,1
tugtugan,1
tuhod,1
tukmol,3
tukso,2
tuktok,1
tulad,7
tuldok,1
tulog,23
tulong,3
tulugtulugan,1
tulungan,1
tuluyan,1
tumaas,3
tumaba,1
tumahimik,1
tumahol,1
tumalon,1
tumama,1
tumambling,1
tumanda,1
tumatanda,1
tumatanggap,1
tumatawa,1
tumawa,2
tumawag,1
tumawid,1
tumayo,1
tumbong,1
tumigil,3
tumingin,1
tumira,1
tumitili,1
tumitingin,1
tumotoxic,1
tumubo,1
tumulong,1
tumuloy,1
tumunog,1
tumutusok,1
tumuwad,1
tunaw,1
tunay,2
tupadin,1
turuan,1
tusukin,1
tutal,2
tutok,2
tutong,1
tutulog,2
tutulungan,1
tuturuan,1
tuwa,4
tuwanag,1
tuwang,2
tuwing,5
tweets,3
twineet,1
twittter,2
ubeng,1
ubos,11
ubusin,1
ugali,11
ugok,2
uinversity,1
ulet,2
uling,1
ulitin,2
ulol,398
ulul,2
umaasa,1
umabot,3
umabsent,1
umagang,4
umagaw,1
umakyat,1
umalis,10
umalog,1
umamin,4
umasa,2
umasta,1
umattend,1
umay,3
umayos,2
umihi,2
umiikot,1
umiiyak,11
uminom,3
umintindi,1
umisa,1
umiyak,12
umorder,1
umubos,1
umulan,2
umulit,1
umupo,1
umurong,1
umuusad,1
umuwi,9
unahan,1
unahing,1
unawain,1
uncomfy,1
unfollow,3
ungas,3
unggok,1
unithieves,1
unra,1
upuan,3
urat,1
urong,2
usapan,2
usaping,1
usok,1
uste,1
utak,23
utang,9
utangan,1
utong,1
utot,1
uugali,1
uulan,1
uulit,2
uulitin,1
uunahin,1
uunfriend,1
uuntugin,1
uupakan,1
uupload,1
uupo,1
uutang,1
uuwi,4
uwian,1
v,3
valorant,1
vebs,4
vhong,1
videoke,1
vienn,1
vlive,2
vren,1
wakas,1
walo,1
wattpad,1
wayv,3
wentuhan,1
weverse,2
wews,1
wildrift,1
winala,1
winrate,1
wishbus,1
wonie,1
wooy,1
wuy,1
x,2
xyler,1
yabang,1
yacob,1
yakap,1
yanie,1
yatang,1
yayabang,1
yeji,1
yelan,1
yenyen,1
yeonjuns,1
yeuwj,1
yiee,2
yiiee,1
yijin,1
yjh,1
yonjen,1
yoongi,2
youngeun,2
youngseo,1
yowo,1
yumanig,1
yuninam,1
zamoro,1
zebby,2
zehan,1
zhongli,1
zilong,1
zonrox,1
zya,1
zyren,1
