sentence,profane,,
ay hala ka bwiset ka amboy,1,,
pakyu ining mapeh subject mi,1,,
gago nahulugan pa ako kang hagdan,1,,
ay singko puta sisay dae nagbibilang,1,,
punyeta warang subs makikiulok na sana giraray ako,1,,
putangina gari lugod nagingkabit ako,1,,
haha kasubago lang ito tarantado talaga ako kasubago,1,,
ipa ws nindo ako gago,1,,
gago sayang su apat na oras nata ko kaya tinanggap ang risky kang plates hayup yan,1,,
pakyu dapat kaiwal taka kaso magayunon ka talaga pakiss nga,1,,
cornyhon magkacrush pucha,1,,
haha magayunon pa pakastory ko duman letche naka pakyu palan ako tapos sa main acc ko pa na story haha,1,,
hoy puon sain pa nakabukas su zipper ko haha puta,1,,
hambugon kang pucha ka,1,,
Purogion pucha,1,,
putangina mo gago pakyu,1,,
ang gago niya putangina lang,1,,
Magayunon ka pakshet,1,,
garo patal kasubago pa ako tigkilig sa pighihiling ko,1,,
haha may mga boang ayam nanaman char haha,1,,
puta basta harayo takot ako mag ship diyan,1,,
tapos saaga idedelete ko ito ta putangina  pangiton ito,1,,
pucha makatakuton pandok niya,1,,
haha puta eyu ngani aj ngani,1,,
bwiset ika ngani nakaisip eh,1,,
aga pa sana bwiset na ko,1,,
bobo nagsakay lang amo mong idiot sa technology kang amerikano libre puta dae igbabayadab ang weather info puta data na nagpuon sa amerika patalon ka kinalat mo pa digdi sa twitter tnx for the big data sa ignorance,1,,
ulol wara akong kwarta,1,,
looking for kim soo hyun con lower box ticketholders na pwede kami ireserve kang tita ko ki tukawan ta bwiset malalate kami dahil sa exam ko please lang,1,,
puta sinend ngani,1,,
Nadidipisilan na ako kay yugyeom bwiset na an,1,,
tangina ano su nakaon ko puta nata arog kaini  kakulog su tulak  ko,1,,
gago malayog na ako,1,,
issue nindo mga pakyu,1,,
tablado kayo parareyas kupal kong mga barkada haha,1,,
napupunaw pa ako pakshet,1,,
ay putangina nawara sa isip ko may kaipuhan palan akong asikasuhin sa eskwelahan saaga tapos dakulon pa kung kasuarin comeback puta,1,,
Garo dae ko pa kaya mahiwalay sa mga barkada ko huhu makahibion putangina,1,,
Matali man kuta sinda kaso nagiging patal sa part na kaipuhan pa gayod sabihan,1,,
Iyan kaising an patalon ang twitter warang edit button,1,,
saro akong patal patal,1,,
pakyu ka ulol,1,,
tangina mo gago ka ulol,1,,
bwiset nangbabadtrip eh,1,,
maray ta  bako ako patal tonight,1,,
Kulugon man pucha,1,,
kaya ngani na misinterpret bobo,1,,
dipisilon maging mabuot sa mga punyeta,1,,
bobo saaga pa huna mo ngunyan haha,1,,
kinagat kang lamok ang baby ko punyeta lamok na ini nainot pa sako,1,,
Patalon talaga ako,1,,
Halat kaya putangina wara pang alas dose oh kalmahan mga accla,1,,
mauli ka tighnari pakyu,1,,
tangina sisay ba iyang garvan na iyan artist,1,,
tangina cuteon ini,1,,
boss pakyu ka po,1,,
pakyu duman sa doktor buda nurse na sabi na maattitude daa ako ta naghahangad ako ng proper endorsement of patient,1,,
kakabasa ko pa sana kang nomin angst kaya makulog puso ko pero maugma na giraray ako pakyu kamo tiglulubog nindo kaya sa au eh layag na layag su tawo oh,1,,
ika kupal ka ah,1,,
gago sorry bawi ako saaga sorry,1,,
dadamdamin ko ining au na ini puta,1,,
tarantado malay ko ba,1,,
oh talaga ba punyeta ka,1,,
hindi po promise pang gago man sana po tweets ko,1,,
Su pagal ko puta sarong minor inconvenience pa ma aawol na ako charing,1,,
pakshet kaya tugang ko nagkuha,1,,
tangina makakatana na ako pares haha,1,,
Bako po ba ito error sure kamo gago tweets haha tangina,1,,
chaka kang vlog na pinasa mo sa cpar mhie puro pakyu,1,,
pakshet mainiton,1,,
pa putangina mo man,1,,
tangina boa boa na ako saimo mina,1,,
para gayod ito saimo kupal,1,,
punyeta naman habo ko na po,1,,
bwiset ka dae ka maglaog sa school,1,,
tighapot ko kung maurag su yung tile setter tas sisimbagon ka ki oo wara naman sya hilang tangina mo harayuon ka na nakakaboa ka pa,1,,
sinabi niya ba talaga ito tangina nindo talaga,1,,
kapalon pandok feeling pogi iyan kambing ka ulol,1,,
pucha nuarin ba iyang exciting part na an,1,,
pag ako talaga naghiling ki game ninda masuriyaa talaga ako duman ki makusog tapos lang dae na kaiba nexplay total kupal su mga tawong nasa paligid niya,1,,
marabason man gago,1,,
gwapuhon talaga punyeta,1,,
pucha talaga napaka gago nindo talaga jusko,1,,
Maboboa ako sa harong puta wara pa makahuron haha bwiset,1,,
magayunon bebe ko pucha,1,,
tanginamo pelco sagad ngunyan na lang ako nakamaniac giraray tapos support hero ko pero mvp kuta shit ka pakyu,1,,
feeling ko ako na mashishiift sa psychology bwiset,1,,
pakyu tangina mo pundo ka na saiya,1,,
dagit ako kay ano dyan punyeta ka pasensya na pero dagit ako saimo,1,,
kupal tapos off aliw haha,1,,
marauton na ngani pagmati ko duminagdag ka pa tarantado,1,,
balita ko mabali ka man itag mo man ako pakyu,1,,
pogi ni park jongseong bwiset,1,,
pwede bang mang block ng kupal sa gmail haha emz,1,,
seryoso ako puta bwisit,1,,
dae lang ako nagriribok pero boa boa na po ako,1,,
oo ako ito pero bako ako maalsom tangina mo,1,,
punyeta bako palan sinda arog kang ibang sm artists na nagluluwas kang mga sched about comeback,1,,
puro ka tuga na patal ka,1,,
sweeton man ang baby ko pakyu ka man sobra sana may ipis isira nindo,1,,
paka finals ko na lang ipost punyeta istresson na ako,1,,
ulol na ulol na po ako kay lee heesung tama ba?,1,,
puta wara na naman si ben sa kawat,1,,
punyeta mag karaturog na sana kita,1,,
tanginang siram kang tinapay sa sofias,1,,
bako para hilingon ako habang nagiinom pakyu,1,,
pass beh magayunon ang bulan tapos ma dinurat pa ako haha pakyu bes,1,,
puta ka phia,1,,
tangina halat ang taramon sako halat lang mga ten minutes,1,,
sayang kang mga edit ko sa ano yon punyeta,1,,
iyo ngani patal,1,,
mga lusi talaga an na mga taga nsda pakyu,1,,
magayunon si nayeon puta,1,,
cravings for bata pero makawat na sana akong valo haha tangina,1,,
normal na an sa sarong dalan dae mawawaran na kataid na patal,1,,
ok lang an beh minsan talaga may mga kadangagan moments kita,1,,
pakyu kamo habo nindong pag pahingaluon ki maray ang sebos,1,,
makulugon na ang alintak ko pero dae pa ako ipirot puta man,1,,
may nag abot na patal na bisita puta uminatras su luha ko,1,,
eh tangina ka palan,1,,
haha puta mga makaulukon ang nakapost sa delasalle university freedom wall,1,,
ika su dolphin ni harry roqur kaya bakayon mo na kami joke kaya an yudeputa,1,,
gare talaga patal su tour guide me may rolling tour kami sa sabado sa intramuros,1,,
tarantado tabi su title haha,1,,
mga patal mag iribahan kamo,1,,
kauragon ka mag katurog kana daw pota ka,1,,
dae pag pidayon si jeryan nakaka bobo an,1,,
huna ko tentacle puta wrong order tabi,1,,
pighahambog mong believer ka pero yudeputang gatol mo,1,,
yudeputa kota na nanggad ako ngunyan sa kilig,1,,
bitin ako na hamag muya ko na malapwasan su bubog episode puta,1,,
haha dangag,1,,
maka putanginahon ang pagiisip niya haha,1,,
taramon mo sana kaya imbis mag paka dangag giraray ako saimo,1,,
tandaan nindo kakaarog nindo kaan sako tangina nindo ,1,,
puta ano ito,1,,
sisay ining patal na ini,1,,
puta ano daw itong kanta baad tiktik auds man sana,1,,
dae man gayod naggagana bpo debit sa ticketnet puta nasstress na ako,1,,
anong apod sa pakpak na nag uturn pakyu haha,1,,
manyak su ama tapos patal su aki bakong great combination,1,,
magabaton kamo tangina talaga nindo ,1,,
tangina nindo iuragan na ako saindo puta,1,,
talagang tarantado si gino ade,1,,
punduhan nindo ako sa pagiisip nindong mas gurang an dapat respetuhon ulol kung bako ka karurespeto nata taka respetuhon,1,,
reyna kang pakyu padaba taka na,1,,
kauragon tangina,1,,
kupal ang puta huna mo kung sisay ka,1,,
kirilig ako pota,1,,
gago ka talagang babayi ka gunutan taka,1,,
tarantado ka gayod,1,,
hoy mag ingat ka duman samgyup buda pares kita pag uli pakyu kaman garay,1,,
gago madadagit talaga ako saimo kung inlabon na maray saimo tas igghost mo na namang hayop ka,1,,
ika nang iiwal tapos dae mo ako susuyuon aba pakyu ka,1,,
naghahanap ki acads accountability partner ta putangina wara na akong gana,1,,
nata may nag aabot kauragon,1,,
gago puta nag halfbath man sana ako kaya mabata ang nasa pang taas ko,1,,
mahiling taka sana sa bday ko maski harayo maugma na ako matik maski kupal ka,1,,
kaipuhan ko gayod mag hibi imbis matapos ko modules ko putangina makababluyon shet,1,,
pogion putaa,1,,
pakshit na an,1,,
sir tigkirilabutan ako saimo tangina,1,,
nag scroll ako sa bookmarks  ko tapos nahiling ko su mga inot kong tweets haha puta kornihon kaurag,1,,
sisay na dangag ang mabakal ki case kang earpods tapos dae tig butlaan su presyo tangina ako don ah haha,1,,
pero maski na pakyu pareho grabeng hassle ,1,,
gago nata ako tig kukurab,1,,
haha mag ccod nalang ako punyeta maski pa botfrag ako sa codm atleast may kill buda ambag pero pag sa valo inda na sana,1,,
kulog kang payo ko punyeta,1,,
punyerta kamo pramis,1,,
muya kong magduman sa airport para sabaton kaso putangina nag uuran tapos banggi na kaya pls sana clear sky sa aga imbis makaduman ako maski team luwas,1,,
bwisit ka damian,1,,
syempre may sweet buda clingy side man ako anong huna nindo sako urualdaw tarantado,1,,
tigkikilig na naman ako punyeta,1,,
pati pag ahit nagngingirit na ako puta,1,,
coping mechanism ko na bumakal ki pc puta pc sarong subject palang natatapos ko pwede man gayod luhay sana,1,,
bobo dumali kana,1,,
dakulong nagpapansin sako kasubago puta kaklase ko palan ito gabos na ito modular kaya pasensya na,1,,
hoy anong dalmajung puta huna ko baga pahingalo,1,,
dagit sa kupal na ini,1,,
ay puta kinurab ako,1,,
wara kanang trabaho gibuhon mong baynte yan punyeta,1,,
tarantado mga warang pangaran buda feeling close dgdi,1,,
gago nata aram na ni kuya victor mga hiro hiruon ta,1,,
ang gago dae ko na namati ang lawas ko buda puta talaga ni teh trinipan ako,1,,
ulit ulit kanang dangag ka,1,,
tangina kang defi pet ano na daw nangyari duman,1,,
nag lalaog lang ako para mag ulol haha,1,,
happy bestfriend day kupal date kita sa aga padabaon taka plastik na barkada,1,,
gago nata nasa taas na su mga bayong,1,,
birthday ko na puta,1,,
gago pano ako magibong reviewer warang ppt punyeta su workbook ko kurulang kulang haha,1,,
iuragan akong nauulok haha tangina kaya kang barkada ko dae taka kuta pinansin haha,1,,
puta hali an sa saro kong tweet,1,,
pasensya kana tarantado sana,1,,
gago dae ko aram kung mauugma ako o mamundo na nascam gayod ako,1,,
tigruruluya ako garong mga gago,1,,
punyeta ka man adi,1,,
gago sabi ko na kayang makaturog akong amay ,1,,
puta biglang dae guminarana su portal me,1,,
ulol ka beh anong nata dae taka pinili gago ka gayod nag iirinit ang dugo ko saimo gare taka gibuhong sinigang,1,,
isaac saves the day may kulang pa ako sa PE puta haha,1,,
kauragon ang codm puta,1,,
igawa akong magayon na plot sa utak ko kaso punyeta pano ko ini isurat,1,,
bobo ka refresh na ako,1,,
pero kung tigsabayan nindong subversive activities dapat makulong kamong mga gago kamo,1,,
hoy putangina nata wara na akong account sa rp punyeta kamo,1,,
grabeng kagagohan mo jer,1,,
putangina ka talaga maski nuarin,1,,
si ma habo na akong paulion para may sinubli ako hinapot tulos ako kung mauli ako sa aga,1,,
iyo tangina niya pakyu siya sana daeng siram panira ninda,1,,
ay tangina huna ko genad sana su ticket me puta vip palan huhu excited na ako ,1,,
gago su misinformation nadale ako duman huna ko talaga iyo na ito haha clown palan na hamag,1,,
kauragon ka talaga gino dae taka na kuta nireplyan kung arog kaito isesend mo kung nuarin banggi na,1,,
punyeta ka talaga,1,,
ulol dae mo sana maako na successful su pandemic response ni prd,1,,
grabeng haloy kang orasan sa iskwelahan puta,1,,
pakshit tama na cassie wara na akong pirak naghahanap na akong sugardaddy,1,,
heh pakyu saro ka pa pipaasa man sana nindo ako,1,,
putang groupings  an,1,,
kung sisay pa ang kapamilya mo iyo pa ang mahablot saimo pababa mga putangina kamo,1,,
kung iyan ang matali sige ako na ang dangag haha ,1,,
nata man kaya arog kaito deputa literal na jumpscare,1,,
potang gwapo buda gayon kang boses ni leeseehung,1,,
pasensya kana yeorobun ta puta ,1,,
dae man siyang tinaram na patal kamo man sana nag gigibo ki sadiri nindong istorya,1,,
ano daw baya ang title kaito puta,1,,
yaon na giraray ako yudeputa,1,,
garo na kasta ang putang ngudoy na ini gare dae namamakaray,1,,
ipaurag kaini ang payo ko puta,1,,
ano bakong dangag ka,1,,
nahudyan su reaksyon yudeputa,1,,
putang gayon kang cover ninda ,1,,
puta huni na naman si twitter gare pasensya ko iurubos ,1,,
puta ka talaga marie wara man akong pigtataram,1,,
habo ko sa gabos ang magpagabat sa barakalon kaso bulininaniya ang buhay ngunyan dipisilon ,1,,
puta ka anong huna mo kay keith bodyguard mo,1,,
gurang kana pero patal kaman garay,1,,
pag talaga sinaksak ko ang hamag na an banga an sa duwa,1,,
maski anong gayon ki pagkaaga mo pag gare deputa ang pamilya mo wara man garay,1,,
dae man mabago ang grupo dahil sana sa patal na arog mo iyo,1,,
patal ka palan na padi ka dae kamong pundo ki bash sa gobyerno,1,,
puta nag tatagalog ka palan dae mo tinaram nag huhuron na kuta kita ,1,,
mauragon ka talaga beh kaya taka padaba pero pakitaram na putangina niyang patal siya  maski sisay pwede taman padabaon ,1,,
puta bako man palan ini masiram,1,,
putang pakaurag dae ko masakto na ano daw,1,,
putangina iyo na sana ini ang pang raraot na tig aako ko,1,,
putang siram kang lawas mo padi dilai,1,,
pano ko taramon kay ma buda pa na patal talaga ako,1,,
putangina talaga kang oedc na ini pakyu kamo,1,,
sa sobrang pauso ko ki pagkaon ki cake pag aga puta ako ang nag sakit kang kulog sa tulak,1,,
pumundo kanang patal ka tangina mo,1,,
kauragon inin internet dae ako makabasang au puta ano na sana ang giribuhon ko,1,,
nanggana ako sa tongits tournament puta tapos kalaban ko si doraemon,1,,
hayop ka ngunyan ko sana naaraman sisay ka,1,,
pagbaratok sana mga patal,1,,
dangag dae sana ako nangingiturog,1,,
makauragon mga guard ni lo sa haron maka bantay huna ko hahabasan eh sinda su mga parahabas,1,,
su bako premium dae nag tatanog ang kanta punyerta iyo na ito,1,,
oncam palan na hamag nahiling lugod na nagkakaon ako,1,,
puta dae ko man ngane aram pano basa kaito,1,,
putang pogii gago,1,,
puta pati gayod bts festa mapapabakal  ako,1,,
hoy ako man maski nasa balyo mo ikang account napupungaw na ako saimo puta ka,1,,
pakitaram kay pader pakyu siya,1,,
luh grabeng pag balo ni patal oh,1,,
tanginang gayon mo talaga,1,,
pag talaga iuragan ako narurumduman ko gabos na ikadagit ko puta an,1,,
makulugon ang kamot ko puta,1,,
warang pitoy buda patal an si skusta clee talaga,1,,
sige dae kana mag balik pakyu ka,1,,
patal ka kaya haha,1,,
hapot ko sana sisay nag kulog kay ate para idaramay kami jok haha putang kulog haha,1,,
share mo man sana jok wara talaga patal haha,1,,
halat muya ko kuta mag bawi ki katurog puta halt lang saksaka na sana nindo ako,1,,
haha  patal,1,,
ako pa su tinaraman na tarantado na hamag,1,,
puta dae na gayon matapos ining probinsyano,1,,
yudeputa halat makulugon,1,,
pungaw na ako saimo pakyu,1,,
natapos man garay na hayop,1,,
mahibi na ako please tangina nindo,1,,
puta dae pa ngani ako nag aamin gare rejected na tulos,1,,
mga putangina kamong nag baya saiya,1,,
puta habo ko na pugulan nindo ako,1,,
daog ka sana nakaabot si patal ,1,,
makagulo gulo sa payo ining unite tinindugan sana ako kang cinderace habang tig gagangbang patal patalon,1,,
nuarin matapos ining finals puta,1,,
yati haha nalilibong na ako pakyu pre,1,,
sigi kamo na ang pakshet dae man ako naaanggot,1,,
haha puta parehas nanggad kita iuragan jan,1,,
ulol ka tangina mo,1,,
puta guard may magayon sa timeline ko,1,,
sana ako na sana su ading ta puta bako patas,1,,
puta ka nag bbreakdown ako dgdi tapos arog kaan,1,,
patal ka talaga dan,1,,
hayop ka limang minuto na sana,1,,
haha as a human half patal dae pa ako nagkakaon friend,1,,
puta ka patalon ka,1,,
makauragon kamo puta,1,,
palaugon nindo ako sa coursehero puta dae ko aram isimbag ko jan,1,,
pag inggit pikit na haha patal,1,,
habo ko na dipisilon pag solo putangina,1,,
gare talaga patal mag tiktok si trisha,1,,
pag sala ako tama man giraray ako dangag ka?,1,,
ugh shadow banned na naman ako sa tiktok putang pakaurag,1,,
puta pogion si lino sa vlive ngunyan,1,,
halaton mo pag dakula ni bia tapos halaton mo karma mong dangag ka ,1,,
muya mo gayod palayason giraray kamo kung dae pa kamo nandaya si leni robredo ang gana ulol ka kay satanas ka,1,,
gago nagwawala pakshet heesung magayunon ang boses huhu,1,,
sarong dakulang pakyu po saindo na nagpapahalangkaw kang kuryente me,1,,
halat muna ta update ko su au bago ako mag isip ki concept sa plate puta,1,,
haha kauragon ka puta hahaha,1,,
moments of weakness itong mga dangag kamo,1,,
kaurag haha tunay mananggad na insincere,1,,
gago dakulon man an,1,,
tapos nag eenjoy kay yelan putangina mo sean,1,,
putang kaurag mo globe maski nuarin babluyon ka,1,,
luh pakyu ka may tinaram ako?,1,,
yuck sisay man an dangagon talaga si nicole,1,,
haha tamang desisyon ka jan teh imbis wara akong gastusan pag uli ko gaga haha,1,,
mos na beh,1,,
dipisilon lumaban pag sarabay sabay puta,1,,
malala kang nag uli si billie pakshet yan feeling ko nahihibi na si ate bubs,1,,
omg maray ta nakaabot haha minauli palang ako punyeta kaya wyat relase ngunyan,1,,
putangina nakigkig ako sa mga tag huna ko na diskwido sa amber,1,,
gare siya barbie puta magayunon siyaa,1,,
puta ang kilig ko,1,,
nata yaon kamo dgdi sa fandom na ini para sa au sisay ang idol nindo si anim the angst queen or ang bts inda ko na sana saindo mga tarantado,1,,
gago magayunon ka putangina,1,,
huyang singsing niya tinao an kang patal niyang ex,1,,
iyo dagit talaga ako kaya ma tweet ako atjan hanggang muya ko specially kang naaraman kong involved palan duman duwang udo este tawo ah talagang matabil ako bobo,1,,
para pakyu ka ahh gg,1,,
puta warang wara su ateneo sa la salle,1,,
sabi ko ta dae ko naabutan su hutazone mabawi ako sa album ta pucha wara na naman akong pirak ngunyan as in,1,,
nasupog ako saindo sis gare kamo pagong pareho yudeputa na mga pandok an nilihi gayod kamo sa kulog ki boot haha,1,,
kasalan mo ini gabos pakitago pakyu,1,,
pakshet puta sana magadan na ako sabay padagpadag,1,,
tarantado haha makakaabot gayod ako,1,,
warang hawong makipaghuron saimo patal bobo rebatan ulol ka mag adal ka muna,1,,
handa na akong ma bobo sa aga,1,,
labsok na naman putangina,1,,
si daryyl yap talaga patalunon,1,,
grabeng ulok ko tangina dae ko tig expect ito haha,1,,
hayop pakitapok sa outerspace,1,,
puta alfonso na naman ang ipapainom samo haha,1,,
putang referee an haha,1,,
puta kung daog edi inom haha,1,,
please nakaka ulol kana tan,1,,
puta mag selpon na sana kita,1,,
puta haluyon na akong nagbayad hanggang ngunyan dae pa tig release su putanginang certificate hayop,1,,
anong thirdwheel ulol haha,1,,
ika ngani ang reason haha patal ka gayod,1,,
tangina talaga,1,,
tangina ka mag layas na kamong duwang bobo,1,,
dakulon palan na blinock si patal sa account ko,1,,
nierva dae ka magpadara duman sa mobile legends player na gare patal,1,,
ulol koko haha,1,,
tangina paduman pa sana kita sa exciting part,1,,
pahagad po code sa assembly program sa division subago pa ako nag didivide overflow huning program ko sa assembly aki ki puta,1,,
ano na nangyari puta haha,1,,
tarantado ka ginibo mo pa akong poser haha,1,,
oy salamat sa libre haha next time garay pakyu haha,1,,
dangag nag load akong sim sa family mart tapos nasala akong type kang number ko ,1,,
subtle clown traits putangina ka dae taka kuta inistalk,1,,
nagccrave ako ki mahamis puta,1,,
kauragon puta dae ako maka focus maribukon kamo haha,1,,
zero based gayod grado kay patal,1,,
makakurabon man ito puta,1,,
muya ko talaga maukudan ang pullup bars pero putang pagal,1,,
ulol makulog ka,1,,
puta pagal na ako,1,,
mga makauragon sinda lose,1,,
tanginang maray na aga sako,1,,
bigla na sana minakua  sa gcash puta,1,,
dakulon akong tigtype tig delete ko man sana putang buhay ini,1,,
muya ko mag gibong bagong stan sa twitter pero dipisilon bayaan ang rikiverses putangina,1,,
puta nata mga magayunon buda pogi ang mga followers ko tapos ako gare lubot,1,,
puta mareply na sana habo pa,1,,
haha puta ka tye,1,,
putang pagal mag hanap ki writers na muya magkapirak,1,,
yan gojo photo card na naman puta,1,,
medyo bitin mhiema pero pakyu henry dakulo tig tataram  huna mo man talaga,1,,
saro na naman pong patal ang satong nakuha,1,,
pogion ka xiao zhan puta,1,,
puta nata may bata si crush ko maray na sana ang aga ay bako pangako,1,,
haha yudeputa talaga,1,,
putangina natapos man garay ako sa aga naman bako na paputol putol pramis,1,,
gago ka tarantado ka,1,,
puta pag mata ko kasuaga puro ako muta haha,1,,
urualdaw na sana akong daeng turog puta magagadan na gayod ako,1,,
masiram mag taram ki mararaot na taramon puta,1,,
potangina ka talaga sm,1,,
pabayaan tana maulol mga lalaki mga patal kaya an,1,,
puta nasuspend su saro kong account natuluyan ang puta,1,,
anong apod satong magbararkada patal?,1,,
tanginang itong vlog na pinasa ko nakigkig ako may pakyu haha,1,,
pakyu ka ano ito,1,,
tangina kaya nata pa ako nag rabas,1,,
huyan na mga puta,1,,
para saiya ini bitch pumundo ka ki tabil anong problema mong patal ka,1,,
igwa su saro tinawan akong playlist tapos mga muya na sabi pa sako ex flings niya daa su iba tarantado ang puta,1,,
yudeputa pandok pirak na ako ,1,,
sandro nindo adik na patal pa mana nanggad sa ama,1,,
gare patal ang mga tawo ngunyan aram na makulog ang puson ko,1,,
sa skin test nag hibi pa ako haha dangag,1,,
sana bako masiram ang isira mo beh urualdaw saro sana ang mataram ko saimo tangina ka,1,,
ang kabobohan kang mga pandok ninda ,1,,
nagkakaon ako ngunyan na oatmeal hayop eatwell sako,1,,
bako ka kawalan haha patal,1,,
beh tabangan mo ako online siya haha pota dae na nauugma si ion sa mga kabobohan ko,1,,
mag graduate ka muna beh bago ka mag taram na patal,1,,
ipirot ako pero dae ako mangiturog deputa,1,,
puta donny kinurab ako duman haha,1,,
tangina nindo dae na ngani nindo sako ipamati na dae ako makaduman sa con sa aga puta,1,,
hoy ano ito? haha gago puta,1,,
haha nagastos ko na su pirak ko puta,1,,
ngirit buda apir sana hayop sayang kang pamasahe,1,,
nata ako tig babasol mo tangina mo baka sapakon ko payo mo ulol pakyu,1,,
kamustahon man daw nindo ako puta,1,,
putangina may mani palan na halo su halo halo kaya palan nasusuka suka na ako amputa dae ako makahangos na maray kaurag,1,,
puta urag mo man nagseselos ka pero bako na dahil sa kaiwal mo dahil na sa tigliligawan nindo kang kaiwal mo haha,1,,
tapos dinagitan ako nata daa haluyon ako,1,,
halat lang nata ako ang nahihibi garo dangag ako gayod su nasurprise haha,1,,
tulong aldaw na surunudan,1,,
gago halat lang puta,1,,
putangina man kaya hiling man sana duman pa hinulog paruton makua na sana kamo ki pamutos sa buhok makauragon man ,1,,
putangina talaga gari mas delikado pa an application na an kesa makatabang punyetang hayp na app an,1,,
hayop  na init sa pinas dipota global warming na talaga,1,,
maglaog ka na hayop ka defense ta boi ,1,,
pasalamat ka ngane pinabayaan mi pa ika magbawi maski patal ka,1,,
tangina mo pakyu faye sagad,1,,
dipisilon manuyo ah diputa,1,,
maartehon sinda sa security haha hassleon na grabe hayop ,1,,
maski magtarabang tabangan pa kamo mga haop kamo ,1,,
magbaranggi ako nag inhaler hanep na bwiset ,1,,
tangina sarala na gayod ini,1,,
putangina sisay kamo jan ngonyan puta may surublioan na ki uniform mga puta ,1,,
tangina nindo pakshet mahibi ako ,1,,
pota pangiton kang cheater,1,,
magaon malsok ko kasubagong aga ta magkaiba kami ni kupal,1,,
kupal check,1,,
sarabayan dms sa insta pati tiktok pucha,1,,
kiligon ako kay hanji hayp panagutan mo an kilig ko,1,,
ate yanna sisay nangkulog saimo tangina beh makulugon pakshet haha,1,,
pucha akira,1,,
patalon ka kaya kahuron hayop ka,1,,
pucha mga npa talagang ini muya ki iwal buda rally pirmi,1,,
six minutes na sana shuta baynte na si belle ,1,,
mga ulolon talaga kamo reglawan,1,,
halat man kaya puta man,1,,
acidic na ngane si patal tuda man giraray ki inom,1,,
dae talaga ako nangingiturog punyeta,1,,
inot na hiling ko si kupal pakyu kamo mag ibahan kamong duwa,1,,
sa nag hi saiya subago ulol dae ka man kaito papansinon haha ,1,,
bobohon talaga ako,1,,
pakyu ka men hanggang nabubuhay ako dae ka mapupundo ,1,,
pakyu dakulaon na maray an pagkukulang ko sa gabos ,1,,
hoy kupal haen ang common sense mo ,1,,
masiramon makibardugalan sa youtube tangina ayos lang na puro fake news su mga vlogs ninda tarantado ka bang bobo ka ,1,,
guna ko sawit puta,1,,
hoy gago pangarao ko magkaugwa ki dildo buda vibrator,1,,
bwiset kamo parehas,1,,
medyo dangag ka diyan,1,,
haha putangina nag adjust si josh mag senator ko tas si riley nagpalit ta parehas kami governor,1,,
bwiset na charger ini may signal man ampota  ,1,,
han jisung  punduhan mo ako dae ako linuwas kan ina ko sa mundong ini para kumabit sana gwapuhon ka bwiset ,1,,
gago ini haha,1,,
dangagon ka kaya,1,,
talagang patal an,1,,
punyeta pati pasensya ko mauubos na digdi sa research kung sentences pangdagdag,1,,
pakyu ka dae naman ako naghahagad ki kapalit pa nag aarog ka  ,1,,
bwiset man oh dae ko naman naabutan ,1,,
gago halos gabos palan sinda late haha,1,,
bako palan major subject pehm putangina mo nadididpisilan ako saimo na malala tas tres sana grade ko ,1,,
wara na sinda maabutan na zheng ay puta deserve nindo an ,1,,
grabe nabubua na ako kay cheol pls dai ko na kaya,1,,
pa fame-on man ngane may mag hiling sa bagong luwas na kanta ulol ka ,1,,
pabebe na ngane kupal pa siya tandaan mo ang ginibo niya sa ilocos binastos su mga marcos kaya deserve nya bayaan,1,,
tarantado an gf mo nata bako na lang ako?,1,,
eh putangina nindo palan gabos sinurprisse ni donny si belle gago ka ba  ,1,,
putangina man kaya oh,1,,
dakulong sine pucha,1,,
oh tapos pakyu na sana gayod,1,,
dai akong masasabe gago,1,,
hala hoy miss tayka na pakyu,1,,
sorry cancelled guna pakshet sinda haha,1,,
gago next week haha go na,1,,
tangina makulugon,1,,
gago narumduman ko na naman su message ko kay shaiman putangina haha sorry na ngane,1,,
tangina teh gari ka adik haha dapat dae mo ig crop pandok mo,1,,
ulol mo pandok mo,1,,
bayaan mo sinda tanginang an ,1,,
gago mas lalo lamang na magiging emosyonal su mga biktima kung yaon pa siya duman,1,,
bobohon an mga nasa facebook ko ngonyan,1,,
pakshet kamo sa aga na kamo magkawat ,1,,
sorry bff tarantado talaga an na piday ko eh haha,1,,
puta dae ako maka suriyaw nata man kaya maaga na ig release ,1,,
wara kaya naghahapot ako punyeta,1,,
overthink malala punyeta haha,1,,
aba tarantado ka inda ko,1,,
hala putangina gari dae ako mkakakduman sa aga ,1,,
luway luway sana sa signs please saro saro sanatanga ako eh,1,,
okay pucha ma cashin na ako sa aga haha,1,,
aram kong eg kamo ni kj pero dangagon kamo dae guna kamo mag desisyon ,1,,
maski saen saen na sana ako napapduman ngonyan nasa litmatch na naman lamang ako gari buang,1,,
hoy donny patal ka dae na ako nangingiturog ngonyan ,1,,
patalon si juleng hayop an haha,1,,
puta please dae nindo ako pag scam-on,1,,
su masisugon ka magtaram sa socmed duwag ka man sanang kupal ka ,1,,
sa patal na gigiray ako,1,,
sa baguio kaya wheel ako so baka pulutan ako arog kaan tangina tas ulok ulok lang tas iisipon after,1,,
wara man na labot an kupal na an igbabayadan man sana an ngane mag kalat ki fake news literal na troll ampota ,1,,
tarantado dapat palan dae ko na pinansin huhu ,1,,
nagsisirikip pagmati kan daghan ko maray ta hinali na su mcdo tangina ni win ,1,,
